"intersection_id","tollgate_id","time_window","avg_travel_time","sum_travel_time"
"C","3","[2016-10-07 03:40:00,2016-10-07 04:00:00)","92.46","92.46"
"C","3","[2016-10-07 05:20:00,2016-10-07 05:40:00)","304.77","609.54"
"C","3","[2016-10-07 05:40:00,2016-10-07 06:00:00)","130.35","130.35"
"C","3","[2016-10-07 06:40:00,2016-10-07 07:00:00)","139.87","139.87"
"C","3","[2016-10-07 08:00:00,2016-10-07 08:20:00)","90.12","90.12"
"C","3","[2016-10-07 08:40:00,2016-10-07 09:00:00)","154.53","154.53"
"C","3","[2016-10-07 09:00:00,2016-10-07 09:20:00)","112.73","112.73"
"C","3","[2016-10-07 09:20:00,2016-10-07 09:40:00)","145.93","437.8"
"C","3","[2016-10-07 09:40:00,2016-10-07 10:00:00)","137.77","551.07"
"C","3","[2016-10-07 10:00:00,2016-10-07 10:20:00)","189.27","378.54"
"C","3","[2016-10-07 10:40:00,2016-10-07 11:00:00)","106.91","106.91"
"C","3","[2016-10-07 11:20:00,2016-10-07 11:40:00)","204.62","409.23"
"C","3","[2016-10-07 12:40:00,2016-10-07 13:00:00)","318.49","318.49"
"C","3","[2016-10-07 13:00:00,2016-10-07 13:20:00)","236.02","708.06"
"C","3","[2016-10-07 13:20:00,2016-10-07 13:40:00)","162.69","162.69"
"C","3","[2016-10-07 14:00:00,2016-10-07 14:20:00)","271.49","271.49"
"C","3","[2016-10-07 14:20:00,2016-10-07 14:40:00)","386.85","386.85"
"C","3","[2016-10-07 14:40:00,2016-10-07 15:00:00)","351.59","351.59"
"C","3","[2016-10-07 15:00:00,2016-10-07 15:20:00)","325.95","325.95"
"C","3","[2016-10-07 15:40:00,2016-10-07 16:00:00)","189.69","379.37"
"C","3","[2016-10-07 16:00:00,2016-10-07 16:20:00)","204.55","204.55"
"C","3","[2016-10-07 16:20:00,2016-10-07 16:40:00)","160.59","160.59"
"C","3","[2016-10-07 16:40:00,2016-10-07 17:00:00)","291.97","291.97"
"C","3","[2016-10-07 17:00:00,2016-10-07 17:20:00)","204.26","204.26"
"C","3","[2016-10-07 17:20:00,2016-10-07 17:40:00)","219.95","219.95"
"C","3","[2016-10-07 17:40:00,2016-10-07 18:00:00)","315.26","630.52"
"C","3","[2016-10-07 18:20:00,2016-10-07 18:40:00)","233.37","700.12"
"C","3","[2016-10-07 18:40:00,2016-10-07 19:00:00)","272.45","272.45"
"C","3","[2016-10-07 19:20:00,2016-10-07 19:40:00)","145.4","290.8"
"C","3","[2016-10-07 19:40:00,2016-10-07 20:00:00)","185.06","370.12"
"C","3","[2016-10-07 20:20:00,2016-10-07 20:40:00)","213.22","213.22"
"C","3","[2016-10-07 21:00:00,2016-10-07 21:20:00)","169.35","169.35"
"C","3","[2016-10-08 02:40:00,2016-10-08 03:00:00)","227.48","227.48"
"C","3","[2016-10-08 07:00:00,2016-10-08 07:20:00)","144.0","144.0"
"C","3","[2016-10-08 07:40:00,2016-10-08 08:00:00)","120.73","120.73"
"C","3","[2016-10-08 08:20:00,2016-10-08 08:40:00)","95.48","95.48"
"C","3","[2016-10-08 08:40:00,2016-10-08 09:00:00)","86.51","86.51"
"C","3","[2016-10-08 09:00:00,2016-10-08 09:20:00)","128.32","384.97"
"C","3","[2016-10-08 09:20:00,2016-10-08 09:40:00)","132.58","132.58"
"C","3","[2016-10-08 09:40:00,2016-10-08 10:00:00)","163.32","489.96"
"C","3","[2016-10-08 10:00:00,2016-10-08 10:20:00)","181.52","181.52"
"C","3","[2016-10-08 10:40:00,2016-10-08 11:00:00)","110.29","110.29"
"C","3","[2016-10-08 11:00:00,2016-10-08 11:20:00)","127.27","381.81"
"C","3","[2016-10-08 12:40:00,2016-10-08 13:00:00)","131.91","131.91"
"C","3","[2016-10-08 13:00:00,2016-10-08 13:20:00)","134.47","403.41"
"C","3","[2016-10-08 13:20:00,2016-10-08 13:40:00)","175.31","350.63"
"C","3","[2016-10-08 13:40:00,2016-10-08 14:00:00)","175.76","351.52"
"C","3","[2016-10-08 14:20:00,2016-10-08 14:40:00)","167.37","167.37"
"C","3","[2016-10-08 14:40:00,2016-10-08 15:00:00)","147.31","736.53"
"C","3","[2016-10-08 15:20:00,2016-10-08 15:40:00)","135.08","135.08"
"C","3","[2016-10-08 16:00:00,2016-10-08 16:20:00)","142.82","285.64"
"C","3","[2016-10-08 16:20:00,2016-10-08 16:40:00)","134.62","403.85"
"C","3","[2016-10-08 16:40:00,2016-10-08 17:00:00)","150.33","300.66"
"C","3","[2016-10-08 17:20:00,2016-10-08 17:40:00)","221.78","665.33"
"C","3","[2016-10-08 17:40:00,2016-10-08 18:00:00)","97.06","97.06"
"C","3","[2016-10-08 18:00:00,2016-10-08 18:20:00)","122.67","245.34"
"C","3","[2016-10-08 18:20:00,2016-10-08 18:40:00)","187.34","187.34"
"C","3","[2016-10-08 20:40:00,2016-10-08 21:00:00)","151.8","303.6"
"C","3","[2016-10-08 21:40:00,2016-10-08 22:00:00)","142.07","142.07"
"C","3","[2016-10-08 22:00:00,2016-10-08 22:20:00)","150.56","301.13"
"C","3","[2016-10-09 07:40:00,2016-10-09 08:00:00)","125.95","125.95"
"C","3","[2016-10-09 08:00:00,2016-10-09 08:20:00)","167.85","167.85"
"C","3","[2016-10-09 08:20:00,2016-10-09 08:40:00)","128.33","256.66"
"C","3","[2016-10-09 09:20:00,2016-10-09 09:40:00)","187.1","1309.73"
"C","3","[2016-10-09 09:40:00,2016-10-09 10:00:00)","174.07","174.07"
"C","3","[2016-10-09 10:00:00,2016-10-09 10:20:00)","180.07","360.15"
"C","3","[2016-10-09 10:20:00,2016-10-09 10:40:00)","126.31","378.93"
"C","3","[2016-10-09 10:40:00,2016-10-09 11:00:00)","237.99","237.99"
"C","3","[2016-10-09 11:00:00,2016-10-09 11:20:00)","184.88","184.88"
"C","3","[2016-10-09 11:20:00,2016-10-09 11:40:00)","187.29","187.29"
"C","3","[2016-10-09 12:00:00,2016-10-09 12:20:00)","104.46","104.46"
"C","3","[2016-10-09 12:20:00,2016-10-09 12:40:00)","186.73","186.73"
"C","3","[2016-10-09 12:40:00,2016-10-09 13:00:00)","157.94","315.88"
"C","3","[2016-10-09 13:00:00,2016-10-09 13:20:00)","170.92","341.83"
"C","3","[2016-10-09 13:20:00,2016-10-09 13:40:00)","140.33","140.33"
"C","3","[2016-10-09 13:40:00,2016-10-09 14:00:00)","137.03","137.03"
"C","3","[2016-10-09 14:00:00,2016-10-09 14:20:00)","160.82","804.1"
"C","3","[2016-10-09 14:20:00,2016-10-09 14:40:00)","205.3","615.9"
"C","3","[2016-10-09 15:00:00,2016-10-09 15:20:00)","133.56","267.13"
"C","3","[2016-10-09 15:20:00,2016-10-09 15:40:00)","158.98","158.98"
"C","3","[2016-10-09 15:40:00,2016-10-09 16:00:00)","175.06","700.23"
"C","3","[2016-10-09 16:00:00,2016-10-09 16:20:00)","190.47","571.41"
"C","3","[2016-10-09 16:40:00,2016-10-09 17:00:00)","124.27","372.82"
"C","3","[2016-10-09 17:40:00,2016-10-09 18:00:00)","180.7","180.7"
"C","3","[2016-10-09 18:00:00,2016-10-09 18:20:00)","153.62","153.62"
"C","3","[2016-10-09 18:40:00,2016-10-09 19:00:00)","211.23","211.23"
"C","3","[2016-10-09 19:20:00,2016-10-09 19:40:00)","144.84","434.52"
"C","3","[2016-10-09 19:40:00,2016-10-09 20:00:00)","163.17","163.17"
"C","3","[2016-10-09 20:00:00,2016-10-09 20:20:00)","109.45","109.45"
"C","3","[2016-10-09 20:20:00,2016-10-09 20:40:00)","110.98","110.98"
"C","3","[2016-10-09 20:40:00,2016-10-09 21:00:00)","107.29","107.29"
"C","3","[2016-10-09 23:20:00,2016-10-09 23:40:00)","118.89","118.89"
"C","3","[2016-10-10 00:40:00,2016-10-10 01:00:00)","121.41","121.41"
"C","3","[2016-10-10 05:00:00,2016-10-10 05:20:00)","162.09","162.09"
"C","3","[2016-10-10 07:20:00,2016-10-10 07:40:00)","96.27","96.27"
"C","3","[2016-10-10 09:00:00,2016-10-10 09:20:00)","189.87","379.74"
"C","3","[2016-10-10 09:20:00,2016-10-10 09:40:00)","220.87","220.87"
"C","3","[2016-10-10 09:40:00,2016-10-10 10:00:00)","89.47","178.94"
"C","3","[2016-10-10 10:20:00,2016-10-10 10:40:00)","162.77","325.54"
"C","3","[2016-10-10 10:40:00,2016-10-10 11:00:00)","173.23","519.69"
"C","3","[2016-10-10 11:20:00,2016-10-10 11:40:00)","226.27","1131.36"
"C","3","[2016-10-10 11:40:00,2016-10-10 12:00:00)","156.41","469.24"
"C","3","[2016-10-10 12:00:00,2016-10-10 12:20:00)","122.01","122.01"
"C","3","[2016-10-10 12:40:00,2016-10-10 13:00:00)","125.36","250.73"
"C","3","[2016-10-10 13:40:00,2016-10-10 14:00:00)","162.3","162.3"
"C","3","[2016-10-10 14:00:00,2016-10-10 14:20:00)","152.2","913.22"
"C","3","[2016-10-10 15:00:00,2016-10-10 15:20:00)","94.12","94.12"
"C","3","[2016-10-10 15:20:00,2016-10-10 15:40:00)","180.45","541.35"
"C","3","[2016-10-10 15:40:00,2016-10-10 16:00:00)","128.09","128.09"
"C","3","[2016-10-10 16:20:00,2016-10-10 16:40:00)","170.54","511.61"
"C","3","[2016-10-10 16:40:00,2016-10-10 17:00:00)","180.11","1080.67"
"C","3","[2016-10-10 17:00:00,2016-10-10 17:20:00)","189.83","569.48"
"C","3","[2016-10-10 17:20:00,2016-10-10 17:40:00)","163.67","818.37"
"C","3","[2016-10-10 17:40:00,2016-10-10 18:00:00)","173.34","173.34"
"C","3","[2016-10-10 18:40:00,2016-10-10 19:00:00)","155.4","155.4"
"C","3","[2016-10-10 19:20:00,2016-10-10 19:40:00)","158.1","158.1"
"C","3","[2016-10-10 20:00:00,2016-10-10 20:20:00)","130.03","130.03"
"C","3","[2016-10-10 20:40:00,2016-10-10 21:00:00)","139.86","139.86"
"C","3","[2016-10-10 22:20:00,2016-10-10 22:40:00)","97.8","97.8"
"C","3","[2016-10-10 22:40:00,2016-10-10 23:00:00)","171.85","515.56"
"C","3","[2016-10-11 02:40:00,2016-10-11 03:00:00)","161.94","161.94"
"C","3","[2016-10-11 05:20:00,2016-10-11 05:40:00)","156.45","156.45"
"C","3","[2016-10-11 06:20:00,2016-10-11 06:40:00)","278.8","278.8"
"C","3","[2016-10-11 06:40:00,2016-10-11 07:00:00)","254.2","762.59"
"C","3","[2016-10-11 07:00:00,2016-10-11 07:20:00)","136.63","136.63"
"C","3","[2016-10-11 07:40:00,2016-10-11 08:00:00)","190.27","190.27"
"C","3","[2016-10-11 08:20:00,2016-10-11 08:40:00)","131.44","262.89"
"C","3","[2016-10-11 08:40:00,2016-10-11 09:00:00)","137.79","137.79"
"C","3","[2016-10-11 09:20:00,2016-10-11 09:40:00)","202.18","404.35"
"C","3","[2016-10-11 09:40:00,2016-10-11 10:00:00)","117.08","117.08"
"C","3","[2016-10-11 10:20:00,2016-10-11 10:40:00)","165.96","663.86"
"C","3","[2016-10-11 10:40:00,2016-10-11 11:00:00)","145.81","145.81"
"C","3","[2016-10-11 11:00:00,2016-10-11 11:20:00)","176.53","529.6"
"C","3","[2016-10-11 11:40:00,2016-10-11 12:00:00)","132.98","265.96"
"C","3","[2016-10-11 12:00:00,2016-10-11 12:20:00)","206.08","412.16"
"C","3","[2016-10-11 12:20:00,2016-10-11 12:40:00)","162.44","162.44"
"C","3","[2016-10-11 12:40:00,2016-10-11 13:00:00)","209.58","419.17"
"C","3","[2016-10-11 13:40:00,2016-10-11 14:00:00)","132.72","530.88"
"C","3","[2016-10-11 14:00:00,2016-10-11 14:20:00)","159.13","318.26"
"C","3","[2016-10-11 14:20:00,2016-10-11 14:40:00)","191.19","573.57"
"C","3","[2016-10-11 15:00:00,2016-10-11 15:20:00)","158.23","158.23"
"C","3","[2016-10-11 15:40:00,2016-10-11 16:00:00)","151.44","302.87"
"C","3","[2016-10-11 16:00:00,2016-10-11 16:20:00)","143.58","430.75"
"C","3","[2016-10-11 16:20:00,2016-10-11 16:40:00)","179.79","539.38"
"C","3","[2016-10-11 16:40:00,2016-10-11 17:00:00)","210.46","1262.78"
"C","3","[2016-10-11 17:20:00,2016-10-11 17:40:00)","183.23","183.23"
"C","3","[2016-10-11 17:40:00,2016-10-11 18:00:00)","218.23","436.46"
"C","3","[2016-10-11 18:20:00,2016-10-11 18:40:00)","229.61","229.61"
"C","3","[2016-10-11 19:00:00,2016-10-11 19:20:00)","230.37","230.37"
"C","3","[2016-10-11 19:40:00,2016-10-11 20:00:00)","207.18","207.18"
"C","3","[2016-10-11 20:20:00,2016-10-11 20:40:00)","219.34","219.34"
"C","3","[2016-10-11 21:00:00,2016-10-11 21:20:00)","188.69","188.69"
"C","3","[2016-10-11 21:20:00,2016-10-11 21:40:00)","122.44","122.44"
"C","3","[2016-10-11 21:40:00,2016-10-11 22:00:00)","218.45","218.45"
"C","3","[2016-10-11 22:20:00,2016-10-11 22:40:00)","147.24","147.24"
"C","3","[2016-10-11 23:40:00,2016-10-12 00:00:00)","111.98","111.98"
"C","3","[2016-10-12 06:20:00,2016-10-12 06:40:00)","162.55","162.55"
"C","3","[2016-10-12 07:00:00,2016-10-12 07:20:00)","129.81","129.81"
"C","3","[2016-10-12 07:20:00,2016-10-12 07:40:00)","110.15","110.15"
"C","3","[2016-10-12 08:00:00,2016-10-12 08:20:00)","175.34","175.34"
"C","3","[2016-10-12 08:40:00,2016-10-12 09:00:00)","258.09","774.27"
"C","3","[2016-10-12 09:00:00,2016-10-12 09:20:00)","245.42","245.42"
"C","3","[2016-10-12 09:40:00,2016-10-12 10:00:00)","215.89","215.89"
"C","3","[2016-10-12 10:00:00,2016-10-12 10:20:00)","209.0","209.0"
"C","3","[2016-10-12 10:20:00,2016-10-12 10:40:00)","161.43","322.85"
"C","3","[2016-10-12 11:00:00,2016-10-12 11:20:00)","133.09","133.09"
"C","3","[2016-10-12 11:20:00,2016-10-12 11:40:00)","140.85","140.85"
"C","3","[2016-10-12 12:00:00,2016-10-12 12:20:00)","174.42","174.42"
"C","3","[2016-10-12 12:20:00,2016-10-12 12:40:00)","174.96","699.85"
"C","3","[2016-10-12 12:40:00,2016-10-12 13:00:00)","128.3","128.3"
"C","3","[2016-10-12 13:00:00,2016-10-12 13:20:00)","120.28","481.13"
"C","3","[2016-10-12 13:20:00,2016-10-12 13:40:00)","176.53","529.58"
"C","3","[2016-10-12 13:40:00,2016-10-12 14:00:00)","160.53","160.53"
"C","3","[2016-10-12 14:00:00,2016-10-12 14:20:00)","115.48","115.48"
"C","3","[2016-10-12 14:20:00,2016-10-12 14:40:00)","131.3","262.59"
"C","3","[2016-10-12 14:40:00,2016-10-12 15:00:00)","61.94","61.94"
"C","3","[2016-10-12 15:20:00,2016-10-12 15:40:00)","218.83","218.83"
"C","3","[2016-10-12 15:40:00,2016-10-12 16:00:00)","141.39","282.79"
"C","3","[2016-10-12 16:00:00,2016-10-12 16:20:00)","170.92","170.92"
"C","3","[2016-10-12 16:20:00,2016-10-12 16:40:00)","164.54","493.62"
"C","3","[2016-10-12 16:40:00,2016-10-12 17:00:00)","214.78","429.56"
"C","3","[2016-10-12 17:20:00,2016-10-12 17:40:00)","148.58","594.32"
"C","3","[2016-10-12 17:40:00,2016-10-12 18:00:00)","196.05","196.05"
"C","3","[2016-10-12 18:00:00,2016-10-12 18:20:00)","146.06","146.06"
"C","3","[2016-10-12 18:40:00,2016-10-12 19:00:00)","216.72","216.72"
"C","3","[2016-10-12 19:20:00,2016-10-12 19:40:00)","203.03","203.03"
"C","3","[2016-10-12 20:20:00,2016-10-12 20:40:00)","160.69","321.39"
"C","3","[2016-10-13 01:40:00,2016-10-13 02:00:00)","97.82","97.82"
"C","3","[2016-10-13 05:00:00,2016-10-13 05:20:00)","184.94","184.94"
"C","3","[2016-10-13 07:00:00,2016-10-13 07:20:00)","204.39","204.39"
"C","3","[2016-10-13 07:20:00,2016-10-13 07:40:00)","119.28","238.56"
"C","3","[2016-10-13 07:40:00,2016-10-13 08:00:00)","212.35","424.7"
"C","3","[2016-10-13 08:00:00,2016-10-13 08:20:00)","194.72","194.72"
"C","3","[2016-10-13 08:20:00,2016-10-13 08:40:00)","108.52","108.52"
"C","3","[2016-10-13 09:40:00,2016-10-13 10:00:00)","187.55","375.1"
"C","3","[2016-10-13 10:00:00,2016-10-13 10:20:00)","159.94","799.7"
"C","3","[2016-10-13 10:20:00,2016-10-13 10:40:00)","142.99","285.97"
"C","3","[2016-10-13 10:40:00,2016-10-13 11:00:00)","117.29","117.29"
"C","3","[2016-10-13 11:00:00,2016-10-13 11:20:00)","108.81","217.61"
"C","3","[2016-10-13 11:40:00,2016-10-13 12:00:00)","137.87","275.73"
"C","3","[2016-10-13 12:20:00,2016-10-13 12:40:00)","143.69","287.39"
"C","3","[2016-10-13 12:40:00,2016-10-13 13:00:00)","166.65","999.87"
"C","3","[2016-10-13 13:20:00,2016-10-13 13:40:00)","151.45","605.79"
"C","3","[2016-10-13 13:40:00,2016-10-13 14:00:00)","171.77","343.53"
"C","3","[2016-10-13 14:00:00,2016-10-13 14:20:00)","160.54","321.08"
"C","3","[2016-10-13 14:20:00,2016-10-13 14:40:00)","149.91","899.44"
"C","3","[2016-10-13 14:40:00,2016-10-13 15:00:00)","147.53","147.53"
"C","3","[2016-10-13 15:00:00,2016-10-13 15:20:00)","139.36","278.71"
"C","3","[2016-10-13 15:20:00,2016-10-13 15:40:00)","127.71","255.42"
"C","3","[2016-10-13 15:40:00,2016-10-13 16:00:00)","189.91","379.81"
"C","3","[2016-10-13 16:00:00,2016-10-13 16:20:00)","152.16","456.49"
"C","3","[2016-10-13 16:20:00,2016-10-13 16:40:00)","196.4","1374.81"
"C","3","[2016-10-13 17:00:00,2016-10-13 17:20:00)","234.99","234.99"
"C","3","[2016-10-13 17:20:00,2016-10-13 17:40:00)","156.2","780.98"
"C","3","[2016-10-13 18:40:00,2016-10-13 19:00:00)","178.66","357.32"
"C","3","[2016-10-13 19:00:00,2016-10-13 19:20:00)","182.68","182.68"
"C","3","[2016-10-13 19:20:00,2016-10-13 19:40:00)","166.1","166.1"
"C","3","[2016-10-13 19:40:00,2016-10-13 20:00:00)","137.85","275.7"
"C","3","[2016-10-13 20:00:00,2016-10-13 20:20:00)","126.01","126.01"
"C","3","[2016-10-13 20:20:00,2016-10-13 20:40:00)","223.54","223.54"
"C","3","[2016-10-13 21:00:00,2016-10-13 21:20:00)","120.17","120.17"
"C","3","[2016-10-13 21:20:00,2016-10-13 21:40:00)","148.65","297.3"
"C","3","[2016-10-13 22:00:00,2016-10-13 22:20:00)","169.41","169.41"
"C","3","[2016-10-13 23:20:00,2016-10-13 23:40:00)","130.38","130.38"
"C","3","[2016-10-14 00:40:00,2016-10-14 01:00:00)","221.9","221.9"
"C","3","[2016-10-14 02:00:00,2016-10-14 02:20:00)","150.81","150.81"
"C","3","[2016-10-14 06:20:00,2016-10-14 06:40:00)","193.06","386.13"
"C","3","[2016-10-14 07:20:00,2016-10-14 07:40:00)","188.63","565.9"
"C","3","[2016-10-14 09:40:00,2016-10-14 10:00:00)","136.44","272.88"
"C","3","[2016-10-14 10:20:00,2016-10-14 10:40:00)","204.06","1020.31"
"C","3","[2016-10-14 10:40:00,2016-10-14 11:00:00)","156.05","156.05"
"C","3","[2016-10-14 11:20:00,2016-10-14 11:40:00)","124.21","248.42"
"C","3","[2016-10-14 11:40:00,2016-10-14 12:00:00)","165.79","497.37"
"C","3","[2016-10-14 12:00:00,2016-10-14 12:20:00)","160.79","482.36"
"C","3","[2016-10-14 12:40:00,2016-10-14 13:00:00)","126.18","252.35"
"C","3","[2016-10-14 13:00:00,2016-10-14 13:20:00)","145.53","291.06"
"C","3","[2016-10-14 13:20:00,2016-10-14 13:40:00)","139.48","418.43"
"C","3","[2016-10-14 13:40:00,2016-10-14 14:00:00)","170.01","850.04"
"C","3","[2016-10-14 14:00:00,2016-10-14 14:20:00)","138.34","276.69"
"C","3","[2016-10-14 15:40:00,2016-10-14 16:00:00)","118.9","237.8"
"C","3","[2016-10-14 16:00:00,2016-10-14 16:20:00)","141.13","564.52"
"C","3","[2016-10-14 16:20:00,2016-10-14 16:40:00)","170.06","850.28"
"C","3","[2016-10-14 16:40:00,2016-10-14 17:00:00)","191.28","382.55"
"C","3","[2016-10-14 17:00:00,2016-10-14 17:20:00)","163.77","491.32"
"C","3","[2016-10-14 17:20:00,2016-10-14 17:40:00)","137.73","413.2"
"C","3","[2016-10-14 17:40:00,2016-10-14 18:00:00)","378.53","1135.58"
"C","3","[2016-10-14 18:00:00,2016-10-14 18:20:00)","192.38","192.38"
"C","3","[2016-10-14 18:20:00,2016-10-14 18:40:00)","138.11","138.11"
"C","3","[2016-10-14 18:40:00,2016-10-14 19:00:00)","128.24","128.24"
"C","3","[2016-10-14 19:00:00,2016-10-14 19:20:00)","171.26","856.29"
"C","3","[2016-10-14 19:20:00,2016-10-14 19:40:00)","203.02","406.04"
"C","3","[2016-10-14 19:40:00,2016-10-14 20:00:00)","211.05","211.05"
"C","3","[2016-10-14 20:40:00,2016-10-14 21:00:00)","191.21","382.42"
"C","3","[2016-10-14 21:00:00,2016-10-14 21:20:00)","217.24","434.47"
"C","3","[2016-10-14 22:00:00,2016-10-14 22:20:00)","159.16","159.16"
"C","3","[2016-10-14 23:40:00,2016-10-15 00:00:00)","109.77","109.77"
"C","3","[2016-10-15 00:00:00,2016-10-15 00:20:00)","116.4","232.8"
"C","3","[2016-10-15 02:20:00,2016-10-15 02:40:00)","103.42","103.42"
"C","3","[2016-10-15 03:20:00,2016-10-15 03:40:00)","180.19","360.39"
"C","3","[2016-10-15 07:20:00,2016-10-15 07:40:00)","187.75","187.75"
"C","3","[2016-10-15 08:40:00,2016-10-15 09:00:00)","155.38","310.77"
"C","3","[2016-10-15 09:00:00,2016-10-15 09:20:00)","161.15","161.15"
"C","3","[2016-10-15 09:20:00,2016-10-15 09:40:00)","205.19","615.57"
"C","3","[2016-10-15 09:40:00,2016-10-15 10:00:00)","113.69","113.69"
"C","3","[2016-10-15 10:00:00,2016-10-15 10:20:00)","195.73","978.66"
"C","3","[2016-10-15 10:20:00,2016-10-15 10:40:00)","173.27","519.82"
"C","3","[2016-10-15 10:40:00,2016-10-15 11:00:00)","235.56","471.11"
"C","3","[2016-10-15 11:20:00,2016-10-15 11:40:00)","243.18","243.18"
"C","3","[2016-10-15 11:40:00,2016-10-15 12:00:00)","178.96","357.92"
"C","3","[2016-10-15 12:20:00,2016-10-15 12:40:00)","193.05","193.05"
"C","3","[2016-10-15 12:40:00,2016-10-15 13:00:00)","218.82","218.82"
"C","3","[2016-10-15 13:00:00,2016-10-15 13:20:00)","162.38","162.38"
"C","3","[2016-10-15 13:20:00,2016-10-15 13:40:00)","211.62","423.24"
"C","3","[2016-10-15 13:40:00,2016-10-15 14:00:00)","210.76","421.52"
"C","3","[2016-10-15 14:20:00,2016-10-15 14:40:00)","210.38","1262.28"
"C","3","[2016-10-15 14:40:00,2016-10-15 15:00:00)","161.78","485.35"
"C","3","[2016-10-15 15:00:00,2016-10-15 15:20:00)","176.24","704.94"
"C","3","[2016-10-15 15:20:00,2016-10-15 15:40:00)","200.01","200.01"
"C","3","[2016-10-15 15:40:00,2016-10-15 16:00:00)","195.49","195.49"
"C","3","[2016-10-15 16:00:00,2016-10-15 16:20:00)","173.84","521.52"
"C","3","[2016-10-15 16:20:00,2016-10-15 16:40:00)","220.37","881.49"
"C","3","[2016-10-15 16:40:00,2016-10-15 17:00:00)","194.59","389.19"
"C","3","[2016-10-15 17:00:00,2016-10-15 17:20:00)","82.42","82.42"
"C","3","[2016-10-15 17:20:00,2016-10-15 17:40:00)","201.31","402.61"
"C","3","[2016-10-15 17:40:00,2016-10-15 18:00:00)","176.67","176.67"
"C","3","[2016-10-15 18:20:00,2016-10-15 18:40:00)","242.57","242.57"
"C","3","[2016-10-15 18:40:00,2016-10-15 19:00:00)","258.62","775.86"
"C","3","[2016-10-15 19:00:00,2016-10-15 19:20:00)","218.24","436.47"
"C","3","[2016-10-15 19:40:00,2016-10-15 20:00:00)","187.67","375.33"
"C","3","[2016-10-15 20:00:00,2016-10-15 20:20:00)","557.39","557.39"
"C","3","[2016-10-15 21:00:00,2016-10-15 21:20:00)","190.48","190.48"
"C","3","[2016-10-15 21:20:00,2016-10-15 21:40:00)","127.78","127.78"
"C","3","[2016-10-15 22:20:00,2016-10-15 22:40:00)","184.2","184.2"
"C","3","[2016-10-15 22:40:00,2016-10-15 23:00:00)","221.79","221.79"
"C","3","[2016-10-15 23:20:00,2016-10-15 23:40:00)","127.32","127.32"
"C","3","[2016-10-16 00:00:00,2016-10-16 00:20:00)","176.72","353.45"
"C","3","[2016-10-16 07:40:00,2016-10-16 08:00:00)","189.78","379.55"
"C","3","[2016-10-16 08:40:00,2016-10-16 09:00:00)","88.78","88.78"
"C","3","[2016-10-16 09:20:00,2016-10-16 09:40:00)","141.18","141.18"
"C","3","[2016-10-16 09:40:00,2016-10-16 10:00:00)","181.15","181.15"
"C","3","[2016-10-16 10:00:00,2016-10-16 10:20:00)","124.7","124.7"
"C","3","[2016-10-16 10:40:00,2016-10-16 11:00:00)","175.61","351.22"
"C","3","[2016-10-16 11:00:00,2016-10-16 11:20:00)","136.83","136.83"
"C","3","[2016-10-16 11:20:00,2016-10-16 11:40:00)","103.01","103.01"
"C","3","[2016-10-16 11:40:00,2016-10-16 12:00:00)","227.12","1135.58"
"C","3","[2016-10-16 12:00:00,2016-10-16 12:20:00)","152.97","611.88"
"C","3","[2016-10-16 12:20:00,2016-10-16 12:40:00)","196.04","588.11"
"C","3","[2016-10-16 12:40:00,2016-10-16 13:00:00)","179.93","1259.52"
"C","3","[2016-10-16 13:00:00,2016-10-16 13:20:00)","186.82","186.82"
"C","3","[2016-10-16 13:20:00,2016-10-16 13:40:00)","230.93","692.8"
"C","3","[2016-10-16 13:40:00,2016-10-16 14:00:00)","201.56","1209.35"
"C","3","[2016-10-16 14:00:00,2016-10-16 14:20:00)","190.71","1716.38"
"C","3","[2016-10-16 14:20:00,2016-10-16 14:40:00)","192.84","1349.91"
"C","3","[2016-10-16 14:40:00,2016-10-16 15:00:00)","217.32","2390.56"
"C","3","[2016-10-16 15:00:00,2016-10-16 15:20:00)","193.84","1550.7"
"C","3","[2016-10-16 15:20:00,2016-10-16 15:40:00)","209.33","1465.3"
"C","3","[2016-10-16 15:40:00,2016-10-16 16:00:00)","286.61","859.84"
"C","3","[2016-10-16 16:00:00,2016-10-16 16:20:00)","235.16","470.32"
"C","3","[2016-10-16 16:20:00,2016-10-16 16:40:00)","196.46","589.39"
"C","3","[2016-10-16 16:40:00,2016-10-16 17:00:00)","130.1","520.39"
"C","3","[2016-10-16 17:00:00,2016-10-16 17:20:00)","194.76","1752.85"
"C","3","[2016-10-16 17:20:00,2016-10-16 17:40:00)","215.28","430.56"
"C","3","[2016-10-16 17:40:00,2016-10-16 18:00:00)","224.67","224.67"
"C","3","[2016-10-16 18:00:00,2016-10-16 18:20:00)","141.09","564.36"
"C","3","[2016-10-16 18:20:00,2016-10-16 18:40:00)","142.81","285.61"
"C","3","[2016-10-16 18:40:00,2016-10-16 19:00:00)","144.41","577.63"
"C","3","[2016-10-16 19:00:00,2016-10-16 19:20:00)","131.16","262.32"
"C","3","[2016-10-16 19:20:00,2016-10-16 19:40:00)","156.06","468.19"
"C","3","[2016-10-16 19:40:00,2016-10-16 20:00:00)","190.96","190.96"
"C","3","[2016-10-16 20:00:00,2016-10-16 20:20:00)","153.81","307.63"
"C","3","[2016-10-16 20:40:00,2016-10-16 21:00:00)","156.62","313.23"
"C","3","[2016-10-16 21:00:00,2016-10-16 21:20:00)","151.08","151.08"
